Epoch,Time (seconds),Loss,Accuracy
1,96.4021,0.321319,89.3667
2,112.258,0.103972,96.9067
3,102.177,0.0735432,97.8017
4,96.6875,0.0586806,98.2083
5,98.6392,0.0489377,98.485
6,96.7886,0.0443163,98.585
7,104.429,0.0407593,98.735
8,98.7553,0.0340257,98.9217
9,97.1942,0.0303142,99.05
10,96.9493,0.0314845,98.995
